,season,team,Est_Payroll
459,2006,Atlanta Braves,"$90,156,876"
460,2006,Baltimore Orioles,"$72,585,582"
461,2006,Boston Red Sox,"$120,099,824"
462,2006,Chicago Cubs,"$94,424,499"
463,2006,Chicago White Sox,"$102,750,667"
464,2006,Cincinnati Reds,"$60,909,519"
465,2006,Cleveland Indians,"$56,031,500"
466,2006,Colorado Rockies,"$41,233,000"
467,2006,Detroit Tigers,"$82,612,866"
468,2006,Florida Marlins,"$14,671,500"
469,2006,Houston Astros,"$100,894,435"
470,2006,Kansas City Royals,"$47,694,000"
471,2006,Los Angeles Angels of Anaheim,"$103,472,000"
472,2006,Los Angeles Dodgers,"$98,447,187"
473,2006,Milwaukee Brewers,"$57,970,333"
474,2006,Minnesota Twins,"$63,396,006"
475,2006,New York Mets,"$101,584,963"
476,2006,New York Yankees,"$194,663,079"
477,2006,Oakland Athletics,"$64,843,079"
478,2006,Philadelphia Phillies,"$88,273,333"
479,2006,Pittsburgh Pirates,"$46,717,750"
480,2006,San Diego Padres,"$69,896,141"
481,2006,Seattle Mariners,"$87,959,833"
482,2006,San Francisco Giants,"$90,056,419"
483,2006,St. Louis Cardinals,"$88,891,371"
484,2006,Tampa Bay Devil Rays,"$34,917,967"
485,2006,Texas Rangers,"$68,228,662"
486,2006,Toronto Blue Jays,"$71,365,000"
487,2006,Washington Nationals,"$63,143,000"
488,2007,Arizona Diamondbacks,"$52,067,546"
489,2007,Atlanta Braves,"$87,290,833"
490,2007,Baltimore Orioles,"$93,174,808"
491,2007,Boston Red Sox,"$143,026,214"
492,2007,Chicago Cubs,"$101,670,332"
493,2007,Chicago White Sox,"$108,671,833"
494,2007,Cincinnati Reds,"$68,524,980"
495,2007,Cleveland Indians,"$61,673,267"
496,2007,Colorado Rockies,"$54,041,000"
497,2007,Detroit Tigers,"$95,180,369"
498,2007,Florida Marlins,"$30,507,000"
499,2007,Houston Astros,"$87,759,000"
500,2007,Kansas City Royals,"$67,691,500"
501,2007,Los Angeles Angels of Anaheim,"$109,251,333"
502,2007,Los Angeles Dodgers,"$108,454,524"
503,2007,Milwaukee Brewers,"$70,986,500"
504,2007,Minnesota Twins,"$71,439,500"
505,2007,New York Mets,"$116,181,663"
506,2007,New York Yankees,"$207,039,045"
507,2007,Oakland Athletics,"$79,366,940"
508,2007,Philadelphia Phillies,"$89,428,213"
509,2007,Pittsburgh Pirates,"$38,537,833"
510,2007,San Diego Padres,"$58,110,567"
511,2007,Seattle Mariners,"$106,460,833"
512,2007,San Francisco Giants,"$90,219,056"
513,2007,St. Louis Cardinals,"$90,286,823"
514,2007,Tampa Bay Devil Rays,"$24,623,500"
515,2007,Texas Rangers,"$68,643,675"
516,2007,Toronto Blue Jays,"$81,942,800"
517,2007,Washington Nationals,"$36,947,500"
518,2008,Arizona Diamondbacks,"$66,202,712"
519,2008,Atlanta Braves,"$102,365,683"
520,2008,Baltimore Orioles,"$67,196,246"
521,2008,Boston Red Sox,"$133,390,035"
522,2008,Chicago Cubs,"$120,345,833"
523,2008,Chicago White Sox,"$121,189,332"
524,2008,Cincinnati Reds,"$74,167,695"
525,2008,Cleveland Indians,"$78,970,066"
526,2008,Colorado Rockies,"$68,655,500"
527,2008,Detroit Tigers,"$138,785,196"
528,2008,Florida Marlins,"$21,811,500"
529,2008,Houston Astros,"$87,946,807"
530,2008,Kansas City Royals,"$59,445,500"
531,2008,Los Angeles Angels of Anaheim,"$119,216,333"
532,2008,Los Angeles Dodgers,"$118,588,536"
533,2008,Milwaukee Brewers,"$80,937,499"
534,2008,Minnesota Twins,"$56,932,766"
535,2008,New York Mets,"$137,793,376"
536,2008,New York Yankees,"$212,286,789"
537,2008,Oakland Athletics,"$47,967,126"
538,2008,Philadelphia Phillies,"$97,879,880"
539,2008,Pittsburgh Pirates,"$48,689,783"
540,2008,San Diego Padres,"$73,677,616"
541,2008,Seattle Mariners,"$117,666,482"
542,2008,San Francisco Giants,"$76,594,500"
543,2008,St. Louis Cardinals,"$99,624,449"
544,2008,Tampa Bay Rays,"$44,970,597"
545,2008,Texas Rangers,"$68,037,326"
546,2008,Toronto Blue Jays,"$97,793,900"
547,2008,Washington Nationals,"$54,961,000"
548,2009,Arizona Diamondbacks,"$75,920,666"
549,2009,Atlanta Braves,"$99,593,166"
550,2009,Baltimore Orioles,"$69,904,166"
551,2009,Boston Red Sox,"$125,439,499"
552,2009,Chicago Cubs,"$139,652,000"
553,2009,Chicago White Sox,"$101,081,000"
554,2009,Cincinnati Reds,"$78,979,000"
555,2009,Cleveland Indians,"$85,224,866"
556,2009,Colorado Rockies,"$79,250,200"
557,2009,Detroit Tigers,"$119,510,145"
558,2009,Florida Marlins,"$40,029,000"
559,2009,Houston Astros,"$105,804,414"
560,2009,Kansas City Royals,"$76,817,333"
561,2009,Los Angeles Angels of Anaheim,"$118,169,000"
562,2009,Los Angeles Dodgers,"$102,117,592"
563,2009,Milwaukee Brewers,"$81,384,502"
564,2009,Minnesota Twins,"$67,804,266"
565,2009,New York Mets,"$151,994,237"
566,2009,New York Yankees,"$210,330,039"
567,2009,Oakland Athletics,"$65,945,000"
568,2009,Philadelphia Phillies,"$115,479,046"
569,2009,Pittsburgh Pirates,"$51,912,500"
570,2009,San Diego Padres,"$50,954,200"
571,2009,Seattle Mariners,"$100,134,166"
572,2009,San Francisco Giants,"$91,944,450"
573,2009,St. Louis Cardinals,"$90,928,409"
574,2009,Tampa Bay Rays,"$67,270,334"
575,2009,Texas Rangers,"$79,723,548"
576,2009,Toronto Blue Jays,"$83,964,500"
577,2009,Washington Nationals,"$64,384,000"
578,2010,Arizona Diamondbacks,"$61,368,166"
579,2010,Atlanta Braves,"$84,423,666"
580,2010,Baltimore Orioles,"$81,612,500"
581,2010,Boston Red Sox,"$164,507,333"
582,2010,Chicago Cubs,"$146,609,002"
583,2010,Chicago White Sox,"$107,195,000"
584,2010,Cincinnati Reds,"$75,321,542"
585,2010,Cleveland Indians,"$61,203,966"
586,2010,Colorado Rockies,"$90,677,000"
587,2010,Detroit Tigers,"$124,039,928"
588,2010,Florida Marlins,"$57,454,719"
589,2010,Houston Astros,"$93,216,000"
590,2010,Kansas City Royals,"$73,105,210"
591,2010,Los Angeles Angels of Anaheim,"$104,963,866"
592,2010,Los Angeles Dodgers,"$95,358,016"
593,2010,Milwaukee Brewers,"$81,108,278"
594,2010,Minnesota Twins,"$97,559,166"
595,2010,New York Mets,"$134,422,942"
596,2010,New York Yankees,"$210,733,389"
597,2010,Oakland Athletics,"$57,904,900"
598,2010,Philadelphia Phillies,"$141,928,379"
599,2010,Pittsburgh Pirates,"$37,443,000"
600,2010,San Diego Padres,"$37,799,300"
601,2010,Seattle Mariners,"$86,510,000"
602,2010,San Francisco Giants,"$98,641,333"
603,2010,St. Louis Cardinals,"$93,540,751"
604,2010,Tampa Bay Rays,"$71,923,471"
605,2010,Texas Rangers,"$56,474,374"
606,2010,Toronto Blue Jays,"$62,734,000"
607,2010,Washington Nationals,"$67,701,000"
608,2011,Arizona Diamondbacks,"$54,823,166"
609,2011,Atlanta Braves,"$93,855,132"
610,2011,Baltimore Orioles,"$88,299,038"
611,2011,Boston Red Sox,"$166,662,475"
612,2011,Chicago Cubs,"$136,547,329"
613,2011,Chicago White Sox,"$127,789,000"
614,2011,Cincinnati Reds,"$77,297,134"
615,2011,Cleveland Indians,"$49,426,566"
616,2011,Colorado Rockies,"$91,648,071"
617,2011,Detroit Tigers,"$106,875,231"
618,2011,Florida Marlins,"$57,694,000"
619,2011,Houston Astros,"$71,110,500"
620,2011,Kansas City Royals,"$35,712,000"
621,2011,Los Angeles Angels of Anaheim,"$138,543,166"
622,2011,Los Angeles Dodgers,"$103,785,477"
623,2011,Milwaukee Brewers,"$86,636,333"
624,2011,Minnesota Twins,"$112,737,000"
625,2011,New York Mets,"$151,897,309"
626,2011,New York Yankees,"$206,275,028"
627,2011,Oakland Athletics,"$67,094,000"
628,2011,Philadelphia Phillies,"$172,976,379"
629,2011,Pittsburgh Pirates,"$45,047,000"
630,2011,San Diego Padres,"$45,869,140"
631,2011,Seattle Mariners,"$86,110,600"
632,2011,San Francisco Giants,"$124,198,333"
633,2011,St. Louis Cardinals,"$105,433,572"
634,2011,Tampa Bay Rays,"$41,053,571"
635,2011,Texas Rangers,"$93,799,264"
636,2011,Toronto Blue Jays,"$64,567,800"
637,2011,Washington Nationals,"$68,492,928"
638,2012,Arizona Diamondbacks,"$67,069,833"
639,2012,Atlanta Braves,"$86,208,000"
640,2012,Baltimore Orioles,"$77,949,000"
641,2012,Boston Red Sox,"$110,386,000"
642,2012,Chicago Cubs,"$86,159,366"
643,2012,Chicago White Sox,"$118,208,000"
644,2012,Cincinnati Reds,"$80,309,500"
645,2012,Cleveland Indians,"$78,911,300"
646,2012,Colorado Rockies,"$75,485,000"
647,2012,Detroit Tigers,"$131,394,000"
648,2012,Houston Astros,"$37,651,000"
649,2012,Kansas City Royals,"$61,747,075"
650,2012,Los Angeles Angels of Anaheim,"$141,073,500"
651,2012,Los Angeles Dodgers,"$177,033,600"
652,2012,Miami Marlins,"$107,678,000"
653,2012,Milwaukee Brewers,"$95,717,000"
654,2012,Minnesota Twins,"$99,066,000"
655,2012,New York Mets,"$91,621,424"
656,2012,New York Yankees,"$197,977,900"
657,2012,Oakland Athletics,"$61,202,500"
658,2012,Philadelphia Phillies,"$171,501,558"
659,2012,Pittsburgh Pirates,"$70,077,000"
660,2012,San Diego Padres,"$55,494,700"
661,2012,Seattle Mariners,"$78,235,600"
662,2012,San Francisco Giants,"$117,637,350"
663,2012,St. Louis Cardinals,"$112,071,000"
664,2012,Tampa Bay Rays,"$63,368,700"
665,2012,Texas Rangers,"$124,119,900"
666,2012,Toronto Blue Jays,"$82,352,700"
667,2012,Washington Nationals,"$92,386,000"
668,2013,Arizona Diamondbacks,"$80,060,500"
669,2013,Atlanta Braves,"$95,618,750"
670,2013,Baltimore Orioles,"$100,832,000"
671,2013,Boston Red Sox,"$175,395,500"
672,2013,Chicago Cubs,"$67,874,166"
673,2013,Chicago White Sox,"$81,401,900"
674,2013,Cincinnati Reds,"$106,255,535"
675,2013,Cleveland Indians,"$87,342,433"
676,2013,Colorado Rockies,"$73,768,000"
677,2013,Detroit Tigers,"$154,407,000"
678,2013,Houston Astros,"$14,672,300"
679,2013,Kansas City Royals,"$87,426,250"
680,2013,Los Angeles Angels of Anaheim,"$116,532,500"
681,2013,Los Angeles Dodgers,"$254,161,000"
682,2013,Miami Marlins,"$24,761,900"
683,2013,Milwaukee Brewers,"$86,945,000"
684,2013,Minnesota Twins,"$63,042,500"
685,2013,New York Mets,"$69,425,860"
686,2013,New York Yankees,"$246,534,750"
687,2013,Oakland Athletics,"$69,440,000"
688,2013,Philadelphia Phillies,"$150,860,000"
689,2013,Pittsburgh Pirates,"$99,230,000"
690,2013,San Diego Padres,"$65,988,600"
691,2013,Seattle Mariners,"$78,887,000"
692,2013,San Francisco Giants,"$139,845,667"
693,2013,St. Louis Cardinals,"$112,583,000"
694,2013,Tampa Bay Rays,"$71,163,500"
695,2013,Texas Rangers,"$139,261,200"
696,2013,Toronto Blue Jays,"$124,517,800"
697,2013,Washington Nationals,"$112,493,250"
698,2014,Arizona Diamondbacks,"$89,926,500"
699,2014,Atlanta Braves,"$108,081,500"
700,2014,Baltimore Orioles,"$109,097,500"
701,2014,Boston Red Sox,"$134,628,929"
702,2014,Chicago Cubs,"$59,800,500"
703,2014,Chicago White Sox,"$87,475,500"
704,2014,Cincinnati Reds,"$102,230,000"
705,2014,Cleveland Indians,"$73,509,399"
706,2014,Colorado Rockies,"$95,403,500"
707,2014,Detroit Tigers,"$169,135,500"
708,2014,Houston Astros,"$44,736,800"
709,2014,Kansas City Royals,"$89,804,075"
710,2014,Los Angeles Angels of Anaheim,"$128,667,000"
711,2014,Los Angeles Dodgers,"$233,386,026"
712,2014,Miami Marlins,"$42,365,400"
713,2014,Milwaukee Brewers,"$109,567,000"
714,2014,Minnesota Twins,"$87,044,000"
715,2014,New York Mets,"$82,663,615"
716,2014,New York Yankees,"$258,118,959"
717,2014,Oakland Athletics,"$89,160,900"
718,2014,Philadelphia Phillies,"$176,444,967"
719,2014,Pittsburgh Pirates,"$80,729,000"
720,2014,San Diego Padres,"$76,662,100"
721,2014,Seattle Mariners,"$95,471,000"
722,2014,San Francisco Giants,"$163,510,167"
723,2014,St. Louis Cardinals,"$129,932,500"
724,2014,Tampa Bay Rays,"$77,814,300"
725,2014,Texas Rangers,"$129,801,239"
726,2014,Toronto Blue Jays,"$136,466,200"
727,2014,Washington Nationals,"$137,235,080"
728,2015,Arizona Diamondbacks,"$64,434,000"
729,2015,Atlanta Braves,"$104,037,500"
730,2015,Baltimore Orioles,"$112,989,833"
731,2015,Boston Red Sox,"$183,931,900"
732,2015,Chicago Cubs,"$115,306,610"
733,2015,Chicago White Sox,"$112,889,700"
734,2015,Cincinnati Reds,"$111,572,286"
735,2015,Cleveland Indians,"$59,163,766"
736,2015,Colorado Rockies,"$96,438,600"
737,2015,Detroit Tigers,"$172,284,750"
738,2015,Houston Astros,"$93,256,200"
739,2015,Kansas City Royals,"$121,590,475"
740,2015,Los Angeles Angels of Anaheim,"$131,522,500"
741,2015,Los Angeles Dodgers,"$265,140,429"
742,2015,Miami Marlins,"$71,231,500"
743,2015,Milwaukee Brewers,"$70,869,500"
744,2015,Minnesota Twins,"$107,755,000"
745,2015,New York Mets,"$98,874,473"
746,2015,New York Yankees,"$214,051,957"
747,2015,Oakland Athletics,"$64,016,001"
748,2015,Philadelphia Phillies,"$103,082,167"
749,2015,Pittsburgh Pirates,"$104,457,499"
750,2015,San Diego Padres,"$125,203,700"
751,2015,Seattle Mariners,"$130,681,400"
752,2015,San Francisco Giants,"$180,018,166"
753,2015,St. Louis Cardinals,"$128,241,500"
754,2015,Tampa Bay Rays,"$64,571,233"
755,2015,Texas Rangers,"$178,860,789"
756,2015,Toronto Blue Jays,"$117,917,400"
757,2015,Washington Nationals,"$176,496,372"
758,2016,Arizona Diamondbacks,"$78,399,500"
759,2016,Atlanta Braves,"$74,999,750"
760,2016,Baltimore Orioles,"$153,744,833"
761,2016,Boston Red Sox,"$218,682,750"
762,2016,Chicago Cubs,"$176,097,333"
763,2016,Chicago White Sox,"$113,416,000"
764,2016,Cincinnati Reds,"$77,329,561"
765,2016,Cleveland Indians,"$94,511,067"
766,2016,Colorado Rockies,"$89,707,000"
767,2016,Detroit Tigers,"$199,902,000"
768,2016,Houston Astros,"$89,498,000"
769,2016,Kansas City Royals,"$125,132,675"
770,2016,Los Angeles Angels,"$139,712,000"
771,2016,Los Angeles Dodgers,"$231,342,096"
772,2016,Miami Marlins,"$72,472,000"
773,2016,Milwaukee Brewers,"$52,077,500"
774,2016,Minnesota Twins,"$93,333,700"
775,2016,New York Mets,"$155,221,282"
776,2016,New York Yankees,"$193,229,350"
777,2016,Oakland Athletics,"$54,969,067"
778,2016,Philadelphia Phillies,"$84,846,666"
779,2016,Pittsburgh Pirates,"$81,187,933"
780,2016,San Diego Padres,"$50,656,166"
781,2016,Seattle Mariners,"$137,169,100"
782,2016,San Francisco Giants,"$177,021,333"
783,2016,St. Louis Cardinals,"$150,353,500"
784,2016,Tampa Bay Rays,"$48,223,791"
785,2016,Texas Rangers,"$212,117,760"
786,2016,Toronto Blue Jays,"$182,690,767"
787,2016,Washington Nationals,"$152,967,400"
788,2017,Arizona Diamondbacks,"$106,580,200"
789,2017,Atlanta Braves,"$119,705,250"
790,2017,Baltimore Orioles,"$161,621,633"
791,2017,Boston Red Sox,"$200,550,750"
792,2017,Chicago Cubs,"$177,210,667"
793,2017,Chicago White Sox,"$97,842,000"
794,2017,Cincinnati Reds,"$79,315,786"
795,2017,Cleveland Indians,"$114,427,167"
796,2017,Colorado Rockies,"$106,650,000"
797,2017,Detroit Tigers,"$118,375,600"
798,2017,Houston Astros,"$157,656,400"
799,2017,Kansas City Royals,"$127,555,817"
800,2017,Los Angeles Angels,"$181,125,500"
801,2017,Los Angeles Dodgers,"$201,466,263"
802,2017,Miami Marlins,"$111,591,100"
803,2017,Milwaukee Brewers,"$68,439,300"
804,2017,Minnesota Twins,"$103,932,500"
805,2017,New York Mets,"$176,615,252"
806,2017,New York Yankees,"$182,424,700"
807,2017,Oakland Athletics,"$51,560,000"
808,2017,Philadelphia Phillies,"$86,276,000"
809,2017,Pittsburgh Pirates,"$102,953,333"
810,2017,San Diego Padres,"$49,248,767"
811,2017,Seattle Mariners,"$172,438,700"
812,2017,San Francisco Giants,"$177,399,833"
813,2017,St. Louis Cardinals,"$129,652,933"
814,2017,Tampa Bay Rays,"$79,473,033"
815,2017,Texas Rangers,"$207,326,274"
816,2017,Toronto Blue Jays,"$158,890,575"
817,2017,Washington Nationals,"$175,587,301"
818,2018,Arizona Diamondbacks,"$134,850,600"
819,2018,Atlanta Braves,"$115,848,667"
820,2018,Baltimore Orioles,"$141,555,833"
821,2018,Boston Red Sox,"$222,205,000"
822,2018,Chicago Cubs,"$205,373,881"
823,2018,Chicago White Sox,"$75,092,000"
824,2018,Cincinnati Reds,"$94,587,500"
825,2018,Cleveland Indians,"$143,375,233"
826,2018,Colorado Rockies,"$136,658,500"
827,2018,Detroit Tigers,"$111,531,000"
828,2018,Houston Astros,"$172,781,200"
829,2018,Kansas City Royals,"$95,199,167"
830,2018,Los Angeles Angels,"$166,849,666"
831,2018,Los Angeles Dodgers,"$164,703,429"
832,2018,Miami Marlins,"$86,515,143"
833,2018,Milwaukee Brewers,"$109,295,700"
834,2018,Minnesota Twins,"$110,275,000"
835,2018,New York Mets,"$161,403,844"
836,2018,New York Yankees,"$160,643,032"
837,2018,Oakland Athletics,"$69,883,333"
838,2018,Philadelphia Phillies,"$93,874,333"
839,2018,Pittsburgh Pirates,"$88,141,000"
840,2018,San Diego Padres,"$93,821,067"
841,2018,Seattle Mariners,"$157,090,065"
842,2018,San Francisco Giants,"$202,060,277"
843,2018,St. Louis Cardinals,"$157,713,667"
844,2018,Tampa Bay Rays,"$46,011,667"
845,2018,Texas Rangers,"$106,099,628"
846,2018,Toronto Blue Jays,"$151,670,772"
847,2018,Washington Nationals,"$188,886,699"
848,2019,Arizona Diamondbacks,"$124,016,266"
849,2019,Atlanta Braves,"$133,186,667"
850,2019,Baltimore Orioles,"$82,696,100"
851,2019,Boston Red Sox,"$218,978,142"
852,2019,Chicago Cubs,"$217,805,215"
853,2019,Chicago White Sox,"$80,846,333"
854,2019,Cincinnati Reds,"$109,737,499"
855,2019,Cleveland Indians,"$151,257,783"
856,2019,Colorado Rockies,"$145,348,500"
857,2019,Detroit Tigers,"$100,618,500"
858,2019,Houston Astros,"$166,042,500"
859,2019,Kansas City Royals,"$98,183,242"
860,2019,Los Angeles Angels,"$177,245,250"
861,2019,Los Angeles Dodgers,"$193,553,333"
862,2019,Miami Marlins,"$74,683,643"
863,2019,Milwaukee Brewers,"$128,842,900"
864,2019,Minnesota Twins,"$113,758,333"
865,2019,New York Mets,"$154,837,230"
866,2019,New York Yankees,"$228,442,421"
867,2019,Oakland Athletics,"$102,935,833"
868,2019,Philadelphia Phillies,"$141,786,962"
869,2019,Pittsburgh Pirates,"$72,915,501"
870,2019,San Diego Padres,"$90,260,767"
871,2019,Seattle Mariners,"$126,874,600"
872,2019,San Francisco Giants,"$175,450,753"
873,2019,St. Louis Cardinals,"$161,120,267"
874,2019,Tampa Bay Rays,"$56,071,767"
875,2019,Texas Rangers,"$104,433,499"
876,2019,Toronto Blue Jays,"$64,680,671"
877,2019,Washington Nationals,"$203,016,595"
878,2021,Arizona Diamondbacks,"$77,691,667"
879,2021,Atlanta Braves,"$127,230,000"
880,2021,Baltimore Orioles,"$42,075,000"
881,2021,Boston Red Sox,"$156,095,000"
882,2021,Chicago Cubs,"$144,413,500"
883,2021,Chicago White Sox,"$115,546,333"
884,2021,Cincinnati Reds,"$116,784,881"
885,2021,Cleveland Indians,"$50,425,500"
886,2021,Colorado Rockies,"$92,675,000"
887,2021,Detroit Tigers,"$78,590,500"
888,2021,Houston Astros,"$190,400,000"
889,2021,Kansas City Royals,"$86,820,000"
890,2021,Los Angeles Angels,"$188,408,595"
891,2021,Los Angeles Dodgers,"$248,108,334"
892,2021,Miami Marlins,"$33,150,000"
893,2021,Milwaukee Brewers,"$85,517,626"
894,2021,Minnesota Twins,"$120,158,333"
895,2021,New York Mets,"$184,675,167"
896,2021,New York Yankees,"$209,799,047"
897,2021,Oakland Athletics,"$94,555,834"
898,2021,Philadelphia Phillies,"$185,286,962"
899,2021,Pittsburgh Pirates,"$50,255,000"
900,2021,San Diego Padres,"$121,717,619"
901,2021,Seattle Mariners,"$64,605,500"
902,2021,San Francisco Giants,"$150,863,778"
903,2021,St. Louis Cardinals,"$155,329,667"
904,2021,Tampa Bay Rays,"$64,037,166"
905,2021,Texas Rangers,"$67,890,999"
906,2021,Toronto Blue Jays,"$121,694,071"
907,2021,Washington Nationals,"$172,370,147"
